area_sqft,bedrooms,bathrooms,age_years,waterfront,floors,condition,grade,price
1970,3,2.5,88,0,1.5,3,6,291700.0
2490,3,2.5,19,0,2.0,3,8,370000.0
1430,3,1.5,61,0,1.0,4,6,270000.0
2680,4,2.5,62,0,1.0,3,8,800000.0
1610,3,1.75,86,0,1.0,5,7,626500.0
4300,4,3.5,27,0,2.0,3,11,1130000.0
3200,4,2.5,11,0,2.0,3,7,399950.0
2140,3,1.75,56,0,1.0,4,7,419000.0
4240,4,2.5,25,0,2.0,3,10,1160000.0
3410,4,3.5,6,0,2.0,3,10,1405000.0
2090,4,2.75,47,0,2.0,5,7,710000.0
1410,3,1.0,73,0,1.0,4,6,650000.0
2820,4,2.5,31,0,2.0,4,9,369900.0
2770,4,2.5,17,0,2.0,3,9,641000.0
1400,3,1.0,64,0,1.0,3,7,403000.0
3620,3,3.25,9,0,2.0,3,10,1015000.0
2260,4,2.5,40,0,1.0,4,8,865000.0
3440,4,2.5,83,1,1.5,5,10,2485000.0
2150,4,1.0,88,0,2.0,4,8,810000.0
1256,3,2.5,9,0,3.0,3,7,316750.0
2220,4,2.25,25,0,2.0,3,8,652500.0
2850,6,2.75,53,0,1.0,3,7,360000.0
700,2,1.0,62,0,1.0,4,5,208000.0
3700,4,2.5,23,0,2.0,3,10,898000.0
1400,4,1.75,54,0,1.0,3,7,295000.0
3130,4,1.75,37,0,2.0,3,7,652500.0
2170,4,3.0,22,0,2.0,3,8,560000.0
1020,3,1.0,58,0,1.0,4,7,280000.0
1760,3,2.5,77,0,1.5,5,7,289950.0
1860,3,2.5,37,0,1.0,3,7,397500.0
1140,2,1.0,59,0,1.0,3,7,380000.0
1670,3,2.5,26,0,1.0,3,7,415900.0
1710,2,1.75,91,0,1.0,4,7,475000.0
500,1,1.0,86,0,1.0,1,5,125000.0
1470,3,1.0,56,0,1.0,3,7,238000.0
1370,4,1.5,61,0,1.0,3,7,296000.0
3470,6,3.0,90,0,1.5,3,7,475000.0
1650,3,2.25,105,0,1.5,3,7,390000.0
1180,3,1.0,74,0,1.0,3,6,425000.0
3110,6,3.0,93,0,1.5,5,7,725000.0
2080,3,2.25,41,0,1.0,4,8,605000.0
1600,3,1.0,108,0,2.0,2,7,302000.0
2380,3,2.25,84,0,2.0,5,9,886000.0
1630,4,1.75,96,0,1.0,5,7,540000.0
1910,4,2.25,40,0,2.0,3,7,435000.0
3140,4,3.25,22,0,2.0,3,7,409000.0
1250,3,1.0,40,0,1.0,3,7,405000.0
1990,3,2.5,10,0,2.0,3,8,560200.0
2110,4,1.75,39,0,1.0,3,8,324000.0
2490,4,2.5,15,0,2.0,3,9,390000.0
800,2,1.0,77,0,1.0,3,6,414000.0
2360,3,2.5,16,0,2.0,3,7,441500.0
1770,3,2.5,23,0,2.0,3,7,375000.0
2710,4,2.5,15,0,2.0,3,9,668500.0
1940,5,1.5,74,0,1.5,4,7,540000.0
3450,4,3.25,54,0,2.0,4,10,1035000.0
3440,4,3.25,1,0,2.0,3,10,1345000.0
2410,4,2.75,58,0,1.0,4,7,758000.0
2290,4,2.25,36,0,2.0,3,9,949880.0
1030,3,1.0,88,0,1.5,3,7,570000.0
2290,4,2.5,26,0,2.0,4,9,736000.0
1490,3,1.5,108,0,1.5,4,7,670000.0
2370,4,1.75,66,0,1.0,5,9,1130000.0
1930,4,2.0,100,0,1.5,4,8,650000.0
1600,2,1.75,96,0,1.0,5,7,690000.0
2240,4,2.25,27,0,2.0,3,7,610000.0
770,2,1.0,90,0,1.0,5,5,413500.0
2300,3,2.5,47,0,2.0,3,8,765000.0
3400,4,2.75,13,0,2.0,3,9,828200.0
900,2,1.0,96,0,1.0,3,6,205000.0
1450,3,2.5,19,0,1.0,3,8,465000.0
2240,4,2.5,10,0,2.0,3,8,556000.0
1780,4,2.5,20,0,2.0,3,8,540000.0
2320,4,2.5,10,0,2.0,3,8,423000.0
1590,3,1.75,52,0,1.0,3,8,375000.0
990,3,1.0,78,0,1.5,3,7,173250.0
2605,3,1.5,12,0,1.0,3,8,599900.0
2870,5,2.75,38,0,1.0,3,7,646000.0
5180,5,4.75,13,0,2.0,3,11,1075000.0
2180,4,2.0,114,0,1.0,3,7,558000.0
850,2,1.0,65,0,1.0,3,7,354000.0
4050,4,4.0,25,0,2.0,3,11,1195000.0
2250,4,2.0,106,0,1.5,3,7,670000.0
3100,6,4.25,36,0,3.0,3,11,1125000.0
1747,2,1.0,66,0,2.5,4,6,267500.0
2410,4,2.5,13,0,2.0,3,8,299800.0
2070,4,1.75,57,0,1.0,4,7,430000.0
1860,5,1.0,94,0,1.5,3,7,775000.0
950,3,1.0,71,0,1.0,3,7,333000.0
1060,3,2.0,64,0,1.0,4,6,336000.0
880,2,1.0,70,0,2.0,4,7,323000.0
2550,4,2.5,13,0,2.0,3,9,575000.0
1550,2,2.25,6,0,2.0,3,8,328000.0
1590,3,1.0,88,0,1.5,4,7,572500.0
1650,3,1.75,106,0,1.0,5,7,600000.0
2430,4,3.0,12,0,2.0,3,8,412000.0
1810,3,2.5,54,0,1.0,5,7,827500.0
2890,4,2.5,21,0,2.0,3,8,300000.0
1280,3,2.5,29,0,2.0,4,7,415000.0
3410,7,2.75,108,0,1.5,4,8,750000.0
2220,3,2.75,100,0,2.0,3,8,800000.0
1060,3,1.0,61,0,1.0,3,8,420000.0
1120,3,1.5,57,0,1.0,4,7,266000.0
2680,4,2.5,10,0,2.0,3,8,499000.0
1770,4,1.5,67,0,2.0,3,7,440000.0
2950,3,2.0,96,0,2.0,4,7,495000.0
1260,2,1.75,64,0,1.0,4,7,630000.0
1430,3,1.75,42,0,1.0,5,7,424000.0
2730,4,2.5,28,0,2.0,3,9,760000.0
3270,4,3.5,24,0,2.0,3,9,650000.0
1720,4,1.75,54,0,1.0,5,7,248500.0
1270,3,1.75,53,0,1.0,4,7,379600.0
3260,4,2.5,36,0,1.0,3,8,538000.0
2050,4,2.5,26,0,2.0,3,8,530000.0
2050,4,2.25,48,0,2.0,3,8,545000.0
3580,4,3.0,29,0,1.5,3,10,925000.0
1960,4,2.75,31,0,1.5,4,9,565000.0
840,2,1.0,67,0,1.0,3,6,405100.0
1300,3,1.75,51,0,1.0,4,8,502000.0
1260,3,2.25,11,0,2.0,3,7,425000.0
1650,3,2.25,29,0,2.0,3,7,233500.0
1710,3,2.5,29,0,2.0,3,7,287000.0
1180,3,1.0,49,0,1.0,3,7,190000.0
2780,3,2.25,35,0,2.0,3,8,666000.0
950,2,1.0,105,0,1.0,4,6,330000.0
3620,5,3.5,56,0,2.0,3,10,1490000.0
2140,3,2.25,27,0,2.0,3,8,393000.0
1920,4,2.75,16,0,1.0,3,8,353000.0
750,2,1.0,98,0,1.0,3,6,260000.0
2060,3,2.5,13,0,2.0,3,8,680000.0
2380,3,2.25,51,0,1.0,4,8,921000.0
750,2,1.0,65,0,1.0,3,7,319000.0
1160,3,1.0,32,0,1.0,2,7,280000.0
1050,3,1.0,72,0,1.0,3,6,220000.0
1740,3,1.5,38,0,1.0,4,7,219000.0
2050,4,2.75,26,0,1.0,3,8,528000.0
1980,3,1.75,65,0,1.0,4,7,405000.0
1690,3,2.5,0,0,2.0,3,8,372977.0
2320,4,3.25,105,0,1.5,4,9,934550.0
2480,3,1.5,75,0,2.0,3,10,1465000.0
2290,4,2.25,56,0,2.0,4,9,975000.0
3180,5,2.5,24,0,2.0,4,10,800866.0
3470,7,3.5,35,0,2.0,4,9,950000.0
1540,4,3.0,112,0,1.5,5,7,624000.0
2800,5,2.25,51,1,2.0,3,9,1850000.0
1050,3,1.0,61,0,1.0,3,7,310000.0
1480,3,1.75,46,0,1.0,4,7,315000.0
1010,3,2.0,72,0,1.0,5,6,675000.0
1660,3,1.75,49,0,1.0,4,8,490000.0
2760,5,2.25,57,0,1.0,3,7,600000.0
1040,2,1.0,65,0,1.0,3,6,154000.0
2220,4,1.75,50,0,2.0,4,8,480000.0
1270,3,1.0,61,0,1.0,3,6,196900.0
2960,3,3.25,25,0,2.0,3,10,735000.0
1330,3,2.0,29,0,1.0,3,7,205500.0
1210,2,1.75,0,0,2.0,3,8,357186.0
2120,4,2.5,17,0,2.0,3,7,275000.0
2090,3,1.75,66,0,1.0,4,7,248500.0
2680,3,2.5,24,0,2.0,3,8,350000.0
1790,4,2.75,27,0,1.0,3,7,390000.0
1950,3,2.75,58,0,1.0,3,7,390000.0
3740,5,2.25,36,0,1.5,4,9,660000.0
1140,3,1.75,64,0,1.0,5,7,310000.0
2480,3,2.5,14,0,2.0,3,9,717000.0
2580,5,2.5,50,0,1.0,3,7,260000.0
2290,3,2.0,55,0,1.0,4,7,745000.0
2320,4,2.5,40,0,1.0,4,7,470000.0
2530,3,2.5,18,0,2.0,3,8,429000.0
1400,4,2.0,46,0,1.0,3,7,220000.0
2060,3,3.0,7,0,2.0,3,8,497000.0
1640,3,1.0,105,0,1.5,5,7,716100.0
1960,4,1.0,35,0,1.5,3,6,371000.0
3000,5,2.75,53,0,1.0,4,7,379000.0
1320,3,1.0,61,0,1.0,4,7,937500.0
1760,4,2.0,108,0,1.5,5,7,720000.0
2130,3,3.25,91,0,2.0,5,7,616000.0
1390,3,2.0,27,0,1.0,3,7,259000.0
1400,3,1.75,110,0,1.5,4,6,538000.0
3230,3,2.75,49,0,1.5,4,8,605000.0
1110,3,1.0,47,0,1.0,3,7,369950.0
1670,3,2.5,13,0,2.0,3,7,310000.0
1540,3,1.0,55,0,1.0,4,7,227500.0
2090,4,2.25,41,0,1.0,3,9,274000.0
1410,3,2.0,27,0,1.0,3,7,410000.0
1370,3,2.0,50,0,1.0,5,7,354800.0
1910,4,2.25,60,0,1.0,3,8,650000.0
1678,3,2.0,21,0,1.0,3,7,353000.0
960,3,1.0,38,0,1.0,4,6,224975.0
2080,2,1.75,64,0,1.0,3,7,600000.0
1790,3,2.25,39,0,1.0,4,7,437500.0
2540,3,2.5,15,0,2.0,3,9,567000.0
1790,5,1.5,52,0,2.0,3,7,225000.0
940,2,1.0,73,0,1.0,3,6,255000.0
6810,5,3.75,93,0,2.5,3,13,2479000.0
900,2,1.0,63,0,1.0,3,6,370000.0
1900,4,1.75,40,0,1.0,3,8,675000.0
1440,3,1.0,61,0,1.0,3,7,285000.0
2070,3,1.75,41,0,1.0,4,7,310000.0
2240,4,2.5,42,0,1.0,4,7,475000.0
3320,4,2.5,9,0,2.0,4,7,410000.0
1950,4,2.25,67,0,1.0,3,8,895000.0
1240,3,1.5,73,0,1.0,3,6,375000.0
1830,4,2.5,12,0,2.0,3,7,349000.0
1740,3,1.75,112,0,1.5,3,8,650500.0
1410,3,1.75,65,0,1.0,4,7,760000.0
2050,4,2.75,28,0,1.0,4,7,480000.0
3220,4,2.75,21,0,2.0,3,10,689000.0
1960,3,1.75,103,0,1.0,5,6,415000.0
1070,3,1.75,47,0,1.0,4,7,195000.0
2820,5,2.5,47,0,1.0,4,7,318000.0
4060,4,3.0,25,0,1.0,3,9,404000.0
800,2,1.0,89,0,1.0,4,6,339950.0
1260,3,1.0,35,0,1.0,3,7,215000.0
2420,3,2.5,24,0,2.0,3,8,339900.0
810,1,1.5,32,0,2.0,4,7,285000.0
1600,3,1.0,67,0,1.5,3,7,550000.0
1350,4,1.0,50,0,1.5,4,7,430000.0
970,3,1.0,47,0,1.0,3,6,219000.0
1780,2,1.5,67,0,1.0,4,7,555000.0
1350,3,2.0,25,0,1.0,3,7,233000.0
1840,3,1.75,43,0,1.0,4,8,248000.0
2550,5,2.25,40,0,1.0,4,8,454000.0
1700,4,2.5,84,0,2.0,3,8,950000.0
2430,3,2.5,34,0,2.0,5,8,359000.0
2740,5,2.0,52,0,1.5,3,7,407500.0
1560,3,1.5,50,0,1.0,4,7,224000.0
1040,2,1.0,60,0,1.0,3,7,210000.0
1820,4,1.75,47,0,1.0,5,7,261000.0
1833,3,3.0,16,0,3.0,3,9,719000.0
2160,3,2.5,21,0,2.0,3,8,440000.0
2100,3,2.75,16,0,2.0,3,9,525000.0
1370,3,1.5,46,0,2.0,3,7,375000.0
1414,2,2.5,29,0,2.0,3,8,428000.0
4115,5,3.25,0,0,2.0,3,9,988830.0
1550,3,1.75,65,0,1.0,4,7,199950.0
2100,4,2.25,85,0,1.5,3,8,840000.0
1160,3,1.75,22,0,1.0,4,7,285000.0
3597,5,2.5,8,0,2.0,3,7,330000.0
1230,3,1.5,55,0,1.0,3,7,147500.0
2190,4,2.5,36,0,2.0,5,8,320000.0
1040,3,1.75,47,0,1.0,4,7,382500.0
4690,5,4.0,89,0,2.0,3,9,2048000.0
2270,4,2.25,40,0,1.0,5,8,596000.0
1950,4,2.25,35,0,2.0,4,8,220000.0
1880,3,2.5,21,0,2.0,3,8,325000.0
2850,4,2.5,14,0,2.0,3,9,679950.0
1160,2,1.0,68,0,1.0,3,7,175000.0
1370,3,1.75,48,0,1.0,4,7,268000.0
3260,4,3.5,17,0,2.0,3,10,715000.0
3170,7,2.25,46,0,2.0,3,8,600000.0
3450,5,2.5,23,0,2.0,3,11,950000.0
1490,2,1.75,31,0,1.0,3,8,475000.0
1460,3,1.5,52,0,1.0,4,7,700000.0
1300,3,1.75,52,0,1.0,3,7,275000.0
1300,3,1.75,53,0,1.0,3,7,369500.0
1540,4,2.0,36,0,1.0,4,7,215000.0
2130,4,2.25,51,0,2.0,4,8,593450.0
1350,2,1.75,6,0,1.0,3,8,498800.0
2450,5,3.25,63,0,2.0,3,8,849000.0
1940,4,2.5,89,0,2.0,4,9,1151250.0
2890,5,2.5,11,0,2.0,3,9,825000.0
1680,3,1.75,26,0,1.0,3,8,265000.0
1960,4,2.25,29,0,1.0,4,8,285000.0
1590,3,1.75,35,0,1.0,3,7,240000.0
1390,4,1.0,56,0,1.0,3,7,261000.0
2440,4,1.75,36,0,1.0,3,8,330000.0
1850,4,2.0,36,0,1.0,4,7,250000.0
2800,4,2.5,21,0,2.0,3,8,350000.0
3780,3,2.5,28,0,1.5,3,10,930000.0
1910,3,2.0,34,0,1.0,4,7,275000.0
2460,4,2.25,46,0,1.0,3,7,325000.0
810,1,1.0,79,0,1.0,3,7,255000.0
1900,3,1.5,72,0,1.0,4,7,562200.0
3490,2,1.75,34,0,1.0,3,10,952000.0
2200,3,2.5,26,0,1.0,5,8,365000.0
1190,3,1.5,46,0,1.0,4,7,332900.0
2040,3,2.25,32,0,2.0,4,8,721000.0
2400,4,2.5,16,0,2.0,3,8,487275.0
1670,3,2.5,20,0,2.0,3,7,310000.0
990,2,1.0,107,0,1.0,3,6,245000.0
2920,3,1.75,51,0,1.0,4,7,325000.0
1840,3,1.75,43,0,1.0,3,8,550000.0
910,2,1.0,108,0,1.5,4,7,350000.0
2950,5,2.5,8,0,2.0,3,8,599000.0
1240,3,1.5,59,0,1.0,4,7,259950.0
1980,4,2.5,18,0,2.0,3,7,240000.0
1200,3,1.0,46,0,1.0,4,7,186000.0
1280,3,1.5,33,0,1.0,3,7,395000.0
3150,4,2.5,10,0,2.0,3,9,475000.0
3500,5,3.5,18,0,2.0,3,10,815000.0
1680,3,1.5,63,0,1.0,4,7,572000.0
1360,3,2.5,28,0,2.0,3,7,419500.0
2110,3,2.25,34,0,1.0,3,8,298700.0
2034,2,1.0,67,1,1.0,5,7,549000.0
1900,3,1.5,55,0,1.0,3,7,278000.0
2380,4,2.0,88,0,1.5,3,6,455000.0
4050,5,3.5,26,0,1.0,4,9,925000.0
1120,2,1.5,16,0,3.0,3,8,465000.0
2850,4,4.0,15,0,2.0,3,8,620000.0
2360,4,2.25,52,0,1.0,3,8,499900.0
2540,5,3.0,53,0,1.0,3,8,620000.0
1160,3,1.75,73,0,1.0,3,7,450000.0
2710,4,3.5,8,0,2.0,3,10,690000.0
3120,5,2.25,45,0,2.0,4,9,1895000.0
3120,5,2.25,46,0,2.0,4,9,1940000.0
1870,3,2.0,63,0,1.0,4,7,832500.0
1010,3,1.0,59,0,1.0,5,7,245000.0
2980,3,2.5,24,0,1.5,3,11,820000.0
2420,4,2.75,9,0,2.0,3,8,369000.0
3830,4,3.25,0,0,2.0,3,9,1050000.0
3040,3,3.0,21,0,3.0,3,10,653000.0
1460,2,1.75,35,0,1.0,3,7,220650.0
1940,5,3.0,7,0,1.0,3,8,300000.0
3780,4,3.5,13,0,2.0,3,10,970000.0
1950,4,2.5,10,0,2.0,3,7,360000.0
2450,3,2.5,15,0,2.0,3,9,672500.0
1730,4,1.5,62,0,1.5,4,5,268000.0
1690,4,1.5,85,0,1.5,3,8,440000.0
2550,3,2.5,33,0,2.0,3,10,1400000.0
2290,4,2.5,28,0,2.0,3,9,590000.0
2710,4,2.25,53,0,1.0,4,7,359000.0
1880,4,1.75,36,0,1.0,4,7,266500.0
2930,4,2.5,0,0,2.0,3,8,635000.0
3110,3,2.5,13,0,2.0,3,9,559000.0
3480,4,2.5,25,0,2.0,3,10,895000.0
1110,2,1.5,54,0,1.0,3,7,625000.0
2440,4,2.25,58,0,1.0,4,7,650000.0
2280,4,1.75,58,0,1.0,3,7,312500.0
900,3,1.0,70,0,1.0,3,6,225000.0
1980,4,1.75,46,0,1.0,3,7,425000.0
3360,3,2.75,27,0,1.0,4,7,329999.0
2340,5,2.25,41,0,2.0,3,8,572000.0
3110,4,2.5,13,0,2.0,3,8,386500.0
980,2,1.0,111,0,1.0,3,6,452000.0
1480,4,2.0,71,0,1.0,3,7,278000.0
1800,3,2.25,38,0,1.0,4,8,474900.0
2130,2,1.75,69,0,1.0,3,8,450000.0
1270,2,1.0,114,0,1.0,3,7,611000.0
1150,2,2.5,10,0,2.0,3,7,214100.0
1840,3,2.5,2,0,2.0,3,8,317000.0
3180,4,3.5,36,0,2.0,4,9,1000000.0
1510,5,2.75,69,0,2.0,4,7,1000000.0
3070,4,2.5,10,0,2.0,3,8,525000.0
1800,3,2.25,31,0,2.0,3,8,436000.0
1540,3,1.75,31,0,1.0,3,8,450000.0
2330,3,1.75,34,0,1.0,3,8,588500.0
1400,4,1.75,62,0,1.0,3,7,340000.0
2846,4,2.5,14,0,1.5,3,8,482000.0
5830,4,3.5,9,0,2.0,3,11,1575000.0
3380,3,2.5,49,0,2.0,3,8,749000.0
1440,3,1.5,47,0,1.0,4,8,330000.0
1740,3,2.5,6,0,3.0,3,8,568000.0
1470,3,1.75,57,0,1.0,4,7,239000.0
2810,3,2.5,12,0,2.0,3,8,528000.0
2090,4,3.0,20,0,1.0,3,7,385000.0
4110,4,3.25,35,0,2.0,4,10,825000.0
3230,5,3.25,12,0,2.0,3,9,815000.0
2601,4,2.5,19,0,2.0,3,9,625000.0
2070,3,1.75,59,0,1.0,3,8,690000.0
1660,3,1.0,58,0,1.0,3,7,210000.0
1590,4,1.0,91,0,1.5,3,7,599000.0
1860,3,1.75,64,0,1.0,3,8,860000.0
1420,3,1.0,61,0,1.0,4,6,147200.0
1240,3,1.0,105,0,1.5,4,6,476900.0
2500,4,2.5,36,0,1.0,4,8,450000.0
2640,4,2.5,16,0,2.0,3,8,570000.0
1440,3,1.0,104,0,1.5,4,7,567500.0
3030,5,3.25,38,0,2.0,3,9,790000.0
1820,3,1.5,62,0,1.0,4,7,875000.0
2220,3,2.0,34,0,2.0,3,9,490000.0
2430,3,1.75,36,0,1.0,4,7,335000.0
1670,3,1.75,53,0,1.0,4,8,550000.0
1180,3,1.75,33,0,1.0,4,7,385000.0
1620,3,1.75,38,0,1.0,3,7,395000.0
1030,2,1.0,86,0,1.0,5,8,650000.0
2900,4,2.75,8,0,2.0,3,9,637000.0
3420,3,2.25,51,0,1.0,3,9,692500.0
1710,3,1.75,50,0,1.0,4,8,322400.0
1580,3,1.5,57,0,1.0,4,6,233500.0
1230,3,2.0,30,0,1.0,3,7,400000.0
2200,5,2.5,98,0,1.5,5,7,547000.0
2570,5,2.25,64,0,1.0,3,8,519000.0
3320,4,3.5,37,0,1.0,4,10,1025000.0
1090,3,1.0,59,0,1.0,4,7,365000.0
2970,5,2.75,37,0,2.0,4,8,699000.0
1970,3,1.75,46,0,1.0,4,8,525000.0
3220,4,3.0,24,0,2.0,3,9,430000.0
1600,3,1.0,48,0,1.0,3,7,325000.0
670,2,1.0,72,0,1.0,5,6,279000.0
2360,4,1.75,104,0,2.0,5,7,805000.0
2150,3,3.0,66,0,1.5,3,7,419950.0
620,2,1.0,88,0,1.0,3,6,425000.0
1730,4,1.75,65,0,2.0,5,7,446000.0
2500,5,2.0,52,0,1.0,3,7,455000.0
990,3,1.0,71,0,1.0,3,6,226550.0
1420,3,2.0,110,0,1.5,5,8,764000.0
2170,3,2.25,37,0,2.0,4,8,439950.0
1880,4,2.0,62,0,1.0,3,8,453000.0
1300,3,1.0,44,0,1.0,3,7,219950.0
2360,3,1.5,88,0,2.0,5,7,702500.0
1780,3,1.5,58,0,1.0,4,8,285000.0
2160,2,2.25,10,0,3.0,3,8,798750.0
950,2,1.0,66,0,1.0,3,7,320000.0
1680,3,1.75,29,0,1.5,3,8,425000.0
2290,4,2.5,10,0,2.0,3,9,540000.0
4140,4,5.25,9,0,2.0,3,11,1060000.0
3920,4,3.75,2,0,3.0,3,8,1165000.0
1500,3,1.75,64,0,1.0,4,7,576000.0
1720,3,1.75,38,0,1.0,3,7,525000.0
2641,4,2.5,16,0,2.0,3,7,324950.0
4930,3,2.5,33,0,2.0,3,9,600000.0
2460,3,2.5,13,0,1.0,4,8,464000.0
1995,4,2.25,33,0,2.0,4,8,266000.0
3010,3,2.5,16,0,2.0,3,10,775000.0
1270,3,1.75,62,0,1.0,3,7,415000.0
3080,4,2.75,11,0,2.0,3,9,550000.0
1670,3,2.25,25,0,2.0,3,7,235000.0
1470,3,2.0,27,0,1.0,3,7,280000.0
1730,3,1.75,38,0,1.0,3,7,459000.0
1070,3,1.0,45,0,1.0,4,7,195000.0
1660,3,1.5,55,0,1.0,4,7,235000.0
2410,4,2.25,49,0,1.0,4,8,711800.0
1040,3,2.5,8,0,3.0,3,7,440000.0
970,2,1.0,99,0,1.0,4,7,515000.0
2910,5,2.75,75,0,1.5,3,8,1200000.0
2340,3,1.75,50,0,1.5,4,8,560000.0
1880,3,1.75,29,0,1.0,3,7,340000.0
1110,2,1.0,102,0,1.5,3,6,600000.0
2790,4,2.5,17,0,2.0,3,9,764000.0
1590,4,2.0,13,0,1.0,3,8,337000.0
5700,6,2.75,37,0,1.0,4,10,1385000.0
1200,4,1.0,95,0,1.0,3,6,249000.0
3200,3,3.0,36,0,1.0,3,8,350000.0
1510,3,2.25,22,0,1.0,4,7,269950.0
1880,3,1.75,37,0,1.0,3,7,735000.0
3070,4,2.5,75,0,2.0,4,8,1295000.0
2110,4,2.25,40,0,2.0,4,8,475000.0
2350,3,2.0,26,0,1.5,3,9,339000.0
3270,4,3.5,18,0,1.0,3,8,600000.0
2220,4,1.75,96,0,1.0,3,7,397500.0
5990,4,3.5,10,0,2.0,3,11,1525000.0
1760,3,2.0,29,0,2.0,4,7,460000.0
2200,4,2.75,63,0,1.0,5,7,370000.0
1550,4,1.0,58,0,1.5,3,6,250000.0
5070,4,3.75,14,0,2.0,3,11,1100000.0
1040,2,2.25,6,0,2.0,3,8,430000.0
2560,3,1.5,87,0,1.5,5,8,1085000.0
1850,3,1.75,63,0,1.0,3,8,670000.0
2090,3,1.5,61,0,1.0,3,7,461550.0
2010,3,2.5,0,0,2.0,3,8,479990.0
2518,4,2.5,10,0,2.0,3,8,643000.0
2810,3,2.75,26,0,2.0,3,8,607000.0
2600,3,2.5,30,0,1.0,3,9,625000.0
2060,3,2.5,61,0,1.0,3,8,731100.0
2920,3,2.5,16,0,2.0,4,8,859000.0
2130,4,2.5,28,0,2.0,4,8,435000.0
2290,3,3.0,66,0,1.0,3,8,465000.0
1230,3,1.0,88,0,1.5,3,7,740000.0
2020,3,1.75,53,0,1.0,4,9,740000.0
1430,3,2.0,34,0,1.0,3,7,250000.0
2270,2,2.5,6,0,3.0,3,7,656000.0
1910,4,2.5,22,0,2.0,3,8,300000.0
1780,3,1.5,61,0,1.0,3,7,643000.0
2690,4,2.5,7,0,2.0,3,7,311000.0
1330,3,1.75,39,0,1.0,4,7,360000.0
3060,4,2.5,46,0,1.0,4,8,475000.0
1760,3,3.25,6,0,3.0,3,8,469950.0
1570,3,1.75,54,0,1.0,3,7,240000.0
960,2,1.0,78,0,1.0,3,6,232000.0
1680,3,2.0,23,0,1.0,3,7,350000.0
1440,2,1.0,87,0,1.5,3,7,803000.0
1960,3,2.25,34,0,1.0,3,8,355000.0
1790,4,2.0,105,0,1.0,4,7,475000.0
2560,3,2.5,27,0,2.0,4,9,823000.0
1010,2,1.5,96,0,1.0,4,7,395000.0
2560,4,3.75,52,0,2.0,3,7,499000.0
1200,2,1.75,111,0,1.0,3,7,420000.0
3910,3,2.5,15,0,2.0,3,10,961500.0
2260,4,1.75,48,0,1.0,3,9,833000.0
2110,3,2.25,36,0,2.0,4,8,479000.0
3340,4,2.5,18,0,2.0,3,10,1150000.0
1400,3,1.0,70,0,1.5,3,6,267000.0
1760,4,1.75,26,0,1.5,3,7,555000.0
2010,3,2.5,27,0,2.0,4,8,490000.0
2300,4,2.0,99,0,1.5,5,8,619000.0
2510,5,2.75,51,0,1.0,4,7,569950.0
1340,3,2.0,109,0,2.0,5,7,549000.0
1560,3,1.75,52,0,1.5,3,7,422500.0
3350,4,3.5,34,0,1.0,3,7,400000.0
3710,4,2.75,15,0,2.0,3,9,692500.0
2430,4,2.5,12,0,2.0,3,8,310000.0
2430,3,1.75,37,0,1.0,3,8,499900.0
2100,3,2.25,31,0,2.0,3,8,492000.0
1880,2,2.5,28,0,1.0,3,9,460000.0
1630,3,2.5,95,0,2.0,5,8,800000.0
1640,4,1.0,90,0,1.5,3,7,832600.0
2310,4,2.75,26,0,1.0,3,8,470000.0
1930,2,2.0,11,0,1.0,3,8,542000.0
4750,4,4.5,9,0,2.0,3,10,1309500.0
2300,4,2.5,55,0,1.0,2,7,308130.0
1050,2,1.0,10,0,1.0,3,7,310000.0
1500,2,1.0,67,0,1.0,3,6,235000.0
1150,3,1.0,56,0,1.0,4,6,215000.0
1920,4,1.5,55,0,1.0,3,7,210000.0
3660,4,2.75,24,0,2.0,3,10,730000.0
1720,3,1.75,33,0,1.0,4,7,245000.0
2100,3,2.25,66,0,1.0,3,8,540000.0
2400,4,2.5,14,0,2.0,3,8,299000.0
2540,3,2.5,23,0,2.0,3,10,510000.0
2080,4,1.75,48,0,1.0,4,7,198000.0
3400,5,3.25,15,0,2.0,3,10,950000.0
2200,4,1.75,37,0,2.0,3,8,300000.0
2140,5,1.75,52,0,1.0,3,7,528000.0
3850,5,3.25,12,0,2.0,3,9,507000.0
4270,4,3.25,14,0,2.0,3,9,770000.0
1340,3,1.75,40,0,1.0,4,7,255000.0
1100,1,1.5,37,0,1.5,4,8,220000.0
2870,5,2.75,10,0,2.0,3,9,690700.0
1320,2,1.0,61,0,1.0,3,7,447000.0
2150,6,2.0,62,0,1.0,3,7,755000.0
2470,4,1.5,75,0,1.5,3,7,700000.0
1910,4,2.75,34,0,1.0,4,7,250000.0
2130,3,2.5,11,0,2.0,3,7,320000.0
2240,4,2.5,25,0,2.0,4,9,565000.0
1800,5,2.75,76,0,2.0,4,7,754300.0
2160,3,1.5,65,0,1.0,4,8,650000.0
3140,4,2.5,12,0,2.0,3,8,529888.0
1920,3,2.5,14,0,2.0,3,8,432000.0
1050,3,1.0,60,0,1.5,5,7,235000.0
3695,4,3.5,1,0,2.0,3,9,994900.0
3910,4,2.5,15,0,2.0,3,9,489000.0
3010,4,2.75,5,0,2.0,3,8,800000.0
1370,4,1.5,42,0,1.0,3,7,370000.0
2080,4,2.75,35,0,1.0,3,8,436000.0
2250,3,2.5,8,0,2.0,3,7,395000.0
2120,5,1.75,72,0,1.0,4,7,377691.0
